,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
39108,39108,1.0,171,7,1,1,32,1,32,0,51,8,12,5,1,1,0,20,1,0.0
39119,39119,0.202,57,3,0,1,10,1,23,0,100,2,4,5,3,1,1,7,1,0.0
39125,39125,0.083,200,8,1,0,32,0,36,0,57,5,12,5,1,6,3,11,1,0.0
39135,39135,0.499,253,4,1,0,27,0,48,0,56,6,15,5,1,3,3,11,0,0.0
39140,39140,0.109,258,2,1,0,32,0,40,0,50,6,17,5,3,8,3,8,2,0.0
39144,39144,0.827,82,5,1,0,32,1,26,0,90,5,10,5,1,5,5,13,1,0.0
39145,39145,0.916,256,3,1,0,32,0,42,0,55,6,16,5,3,9,4,11,0,896.5993958
39153,39153,0.958,166,8,1,0,34,1,34,0,50,5,10,5,1,5,5,15,1,0.0
39156,39156,0.475,191,2,0,1,32,1,35,1,50,1,5,5,3,1,1,7,1,0.0
39173,39173,0.083,283,7,0,0,32,0,42,0,90,6,18,5,1,4,3,15,0,0.0
39190,39190,0.785,327,6,1,0,32,2,50,0,60,5,14,5,1,8,3,16,1,0.0
39198,39198,0.036,366,7,1,0,34,2,50,0,50,4,12,5,1,4,3,17,1,0.0
39213,39213,0.438,482,7,1,0,32,1,60,0,50,5,10,5,1,6,5,12,1,0.0
39215,39215,0.083,520,6,0,0,20,0,64,0,54,5,7,5,1,4,4,9,1,0.0
39228,39228,0.166,268,6,1,1,32,1,40,0,60,4,10,5,1,5,4,19,1,0.0
39232,39232,0.508,274,1,1,0,27,2,43,0,50,7,11,5,1,5,5,18,1,0.0
39262,39262,0.041,230,5,1,0,32,2,38,0,51,7,15,5,3,8,3,17,2,0.0
39263,39263,0.749,187,5,1,0,32,2,34,0,57,5,9,5,1,5,4,17,1,0.0
39273,39273,0.833,175,3,1,1,32,2,32,0,60,2,16,5,3,9,3,8,0,4275.861027
39297,39297,0.583,227,8,1,0,29,0,38,0,55,5,10,5,1,6,5,10,1,0.0
39307,39307,0.37,255,8,1,0,32,1,39,0,54,3,14,5,1,4,3,12,0,0.0
39311,39311,0.344,392,8,1,0,32,2,50,0,50,7,12,5,1,6,3,17,1,0.0
39317,39317,0.666,114,8,1,0,32,1,30,0,95,5,9,5,1,5,5,17,1,0.0
39319,39319,0.291,133,5,1,0,29,2,35,0,112,3,13,5,1,5,3,9,1,0.0
39320,39320,0.166,162,8,1,0,32,1,36,0,68,5,8,5,1,5,4,10,1,0.0
39321,39321,0.368,168,0,0,0,0,0,58,1,56,5,13,5,3,8,3,18,1,0.0
39329,39329,0.405,305,7,1,0,32,1,48,0,50,5,8,5,1,5,5,20,1,0.0
39337,39337,0.5,290,6,1,0,32,0,45,0,51,5,13,5,3,8,3,17,1,0.0
39359,39359,0.426,323,0,0,0,0,0,49,0,100,1,7,5,3,1,1,1,1,0.0
39362,39362,0.368,210,4,0,1,32,0,35,1,57,2,4,5,3,1,1,15,1,0.0
39367,39367,0.519,115,7,1,1,32,1,29,0,90,5,12,5,1,7,5,5,1,0.0
39370,39370,0.5,451,0,1,0,32,1,55,0,50,7,13,5,3,8,5,16,2,0.0
39374,39374,0.892,543,7,1,0,32,1,63,0,50,4,12,5,1,4,3,16,1,0.0
39376,39376,0.079,711,1,1,0,39,0,77,0,50,2,15,5,3,9,3,11,2,0.0
39382,39382,0.274,338,8,0,0,32,1,55,0,50,5,9,5,1,5,5,11,1,0.0
39390,39390,0.833,258,6,1,1,32,1,39,0,64,4,10,5,1,5,4,19,1,0.0
39394,39394,0.463,189,5,1,1,32,1,34,0,51,5,11,5,3,8,4,10,1,0.0
39399,39399,0.327,241,4,1,0,32,1,38,0,50,6,15,5,3,9,4,16,0,0.0
39410,39410,0.25,374,8,0,0,32,0,54,0,56,5,9,5,1,5,5,11,1,0.0
39415,39415,0.299,214,2,0,1,32,1,36,0,90,2,2,5,3,1,1,16,0,0.0
39422,39422,0.166,241,8,1,0,0,1,38,0,50,4,13,5,1,5,3,20,1,0.0
39423,39423,0.249,110,5,0,0,32,1,28,0,85,2,4,5,3,1,1,9,2,0.0
39424,39424,0.003,531,2,1,0,39,0,62,0,50,5,15,5,3,9,5,12,0,0.0
39426,39426,0.083,290,8,1,0,32,2,55,0,50,3,14,5,1,3,3,17,0,0.0
39444,39444,1.0,150,5,0,1,34,1,33,0,95,5,11,5,1,7,5,18,0,0.0
39459,39459,0.333,41,2,1,0,32,2,27,0,85,1,4,5,3,1,1,8,1,0.0
39460,39460,0.239,173,6,1,0,32,1,38,0,54,5,6,5,1,4,4,13,1,0.0
39491,39491,0.333,96,8,1,1,34,1,26,0,80,5,7,5,1,3,4,11,0,0.0
39492,39492,0.5,451,4,0,0,32,0,56,0,50,5,12,5,3,8,4,6,1,0.0
39500,39500,0.166,346,8,1,0,34,1,48,0,72,5,10,5,1,5,5,18,0,0.0
39501,39501,0.117,696,0,1,0,39,0,80,0,50,2,3,5,3,1,1,16,0,0.0
39506,39506,0.666,188,7,1,1,32,1,38,0,90,5,12,5,1,5,3,13,1,0.0
39531,39531,0.5,480,8,1,0,32,1,58,0,50,5,12,5,1,7,3,18,0,0.0
39547,39547,0.23,425,0,1,0,32,1,59,0,50,2,2,5,3,1,1,16,2,0.0
39565,39565,0.166,278,8,1,0,32,2,41,0,50,4,12,5,1,4,3,17,1,0.0
39595,39595,0.249,408,3,1,0,32,1,52,0,50,2,3,5,3,1,1,4,1,0.0
39606,39606,0.902,229,6,1,1,32,0,37,0,50,5,12,5,1,5,3,9,1,0.0
39632,39632,0.249,186,2,1,1,32,0,33,0,72,1,7,5,3,1,1,6,2,0.0
39635,39635,0.639,203,3,1,1,32,2,35,0,50,2,3,5,3,1,1,6,1,0.0
39641,39641,1.0,224,7,1,0,29,2,37,0,50,4,14,5,1,4,3,3,1,0.0
39643,39643,0.5,357,8,1,0,32,0,47,1,50,3,13,5,1,5,3,19,0,0.0
39646,39646,0.25,263,3,0,0,44,2,46,0,57,1,5,5,3,1,1,17,1,0.0
39657,39657,0.25,558,2,1,0,39,0,66,0,50,1,18,5,3,9,3,6,0,0.0
39667,39667,0.75,473,0,1,0,0,2,58,0,57,1,5,5,3,1,1,16,2,0.0
39671,39671,0.083,169,6,1,0,29,2,43,0,50,8,11,5,1,6,0,11,0,0.0
39681,39681,0.166,173,3,1,1,32,2,32,0,64,2,16,5,3,9,3,8,0,0.0
39699,39699,0.333,208,7,0,0,32,0,48,0,57,5,10,5,1,5,5,7,1,0.0
39701,39701,0.099,246,2,1,0,29,1,40,0,50,1,17,5,3,9,3,16,0,0.0
39702,39702,0.042,458,8,0,0,34,0,56,0,50,5,9,5,3,7,5,11,1,0.0
39710,39710,0.002,159,8,0,1,32,1,39,0,80,2,11,5,3,6,5,10,1,0.0
39723,39723,0.049,516,0,1,0,39,0,61,0,71,6,12,5,1,2,3,15,1,0.0
39735,39735,0.749,394,2,0,0,32,0,56,0,55,1,5,5,3,1,1,16,1,0.0
39738,39738,0.25,52,2,0,0,32,0,30,0,85,1,5,5,3,1,1,16,1,0.0
39746,39746,0.666,625,1,1,0,39,0,80,0,50,2,4,5,3,1,1,15,2,0.0
39750,39750,0.635,420,6,1,0,44,2,58,0,50,5,15,5,1,8,3,10,0,0.0
39752,39752,0.939,292,0,1,0,0,2,44,0,54,2,5,5,3,1,1,10,1,0.0
39758,39758,1.0,343,2,0,0,32,1,50,0,50,2,2,5,3,1,1,7,1,0.0
39763,39763,0.833,278,2,0,0,0,0,41,1,50,1,4,5,3,1,1,6,1,0.0
39783,39783,0.749,266,3,0,0,44,2,46,0,54,1,5,5,3,1,1,17,1,0.0
39795,39795,0.086,70,7,0,0,32,1,31,0,85,5,7,5,1,5,2,4,1,620.61
39816,39816,0.583,78,1,0,0,32,1,26,0,90,1,4,5,3,1,1,4,1,0.0
39818,39818,0.333,182,4,1,1,32,0,33,0,50,6,12,5,3,9,5,16,1,0.0
39822,39822,0.371,408,1,0,1,20,0,53,0,95,6,13,5,3,9,5,16,0,0.0
39824,39824,0.25,457,5,1,0,0,2,56,0,50,4,13,5,1,5,3,17,1,0.0
39833,39833,0.083,94,1,0,1,32,1,27,0,90,1,9,5,3,5,1,7,1,0.0
39839,39839,0.002,333,0,1,0,39,0,61,0,76,5,15,5,3,9,3,7,2,0.0
39871,39871,0.749,397,5,1,0,32,0,52,0,50,7,9,5,1,5,4,19,1,0.0
39872,39872,0.098,300,6,1,0,25,2,46,0,50,5,13,5,3,8,3,17,1,0.0
39895,39895,0.468,243,6,1,0,32,2,38,0,90,4,14,5,1,4,3,19,0,0.0
39927,39927,0.271,440,7,1,0,39,0,56,1,50,5,16,5,1,8,3,15,0,0.0
39932,39932,0.25,438,7,1,0,32,2,54,0,50,4,12,5,1,4,3,17,0,0.0
39937,39937,0.794,22,3,0,1,10,1,22,0,90,2,4,5,3,1,1,16,2,0.0
39969,39969,0.333,374,3,0,0,32,1,51,0,57,2,3,5,3,1,1,16,1,0.0
39992,39992,0.2,488,3,0,0,32,0,59,1,97,2,1,5,3,1,1,13,0,0.0
40012,40012,0.144,213,5,1,0,32,0,58,1,59,2,14,5,3,9,4,12,1,0.0
40016,40016,0.558,478,5,1,0,32,1,58,0,50,5,15,5,1,8,5,15,2,0.0
40017,40017,0.083,180,1,0,0,32,1,33,0,68,2,3,5,3,1,1,6,1,0.0
40024,40024,0.583,229,0,1,0,32,0,44,0,50,2,3,5,3,1,1,20,0,0.0
40027,40027,0.155,72,4,1,0,32,0,25,0,76,6,15,5,3,9,4,10,2,0.0
40068,40068,0.25,153,6,0,1,32,2,31,0,54,5,9,5,1,5,4,18,1,0.0
40084,40084,0.021,385,6,0,0,0,2,52,0,50,5,8,5,1,5,4,11,1,0.0
40094,40094,0.25,178,2,1,0,30,2,33,0,90,7,13,5,3,9,5,16,1,386.1942598
40119,40119,0.25,96,6,1,0,32,1,30,0,76,5,4,5,1,3,2,11,1,0.0
40129,40129,0.916,303,7,1,0,32,1,53,0,57,5,10,5,1,6,4,18,1,0.0
40138,40138,0.041,138,7,1,0,32,1,38,0,90,7,8,5,1,5,4,19,1,0.0
40144,40144,0.333,633,2,1,0,39,0,81,0,50,2,4,5,3,1,1,15,2,0.0
40168,40168,0.583,362,8,1,0,32,1,57,0,50,7,10,5,1,5,5,15,0,0.0
40181,40181,0.083,170,6,1,0,29,2,43,0,50,8,11,5,1,6,0,11,0,0.0
40182,40182,0.01,440,3,1,0,32,1,55,0,50,5,15,5,3,8,3,3,2,0.0
40196,40196,0.239,457,0,1,0,32,1,56,0,50,3,14,5,3,8,3,8,1,0.0
40214,40214,0.248,194,4,1,0,32,1,34,0,50,6,11,5,1,1,3,14,1,0.0
40221,40221,0.416,343,2,1,0,32,3,47,0,60,6,16,5,1,4,3,13,0,0.0
40223,40223,0.14,301,4,1,0,34,1,50,0,50,6,16,5,1,4,3,19,0,0.0
40233,40233,0.499,376,8,1,0,32,1,51,0,50,3,11,5,1,4,3,16,0,0.0
40242,40242,0.51,244,6,1,1,32,1,41,0,76,5,12,5,1,7,5,11,1,0.0
40250,40250,0.116,123,8,1,0,32,1,28,0,100,5,9,5,1,5,5,11,0,0.0
40270,40270,1.0,339,3,0,1,32,2,61,0,80,2,3,5,3,1,1,17,2,0.0
40281,40281,0.25,142,8,1,1,32,1,30,0,95,5,7,5,1,5,2,19,1,0.0
40305,40305,0.416,279,8,1,0,32,2,54,0,50,4,14,5,1,3,3,17,0,0.0
40320,40320,0.583,142,5,1,0,32,1,30,0,72,5,10,5,1,5,5,3,1,0.0
40335,40335,0.749,172,2,0,0,32,2,47,0,50,2,13,5,3,9,5,17,1,318.8102719
40352,40352,0.442,135,3,0,0,32,2,30,0,90,2,4,5,3,1,1,6,0,0.0
40365,40365,0.161,293,8,1,0,32,2,42,0,72,5,13,5,1,5,3,14,1,0.0
40382,40382,0.566,157,4,1,0,0,2,31,0,90,6,15,5,3,9,4,4,2,0.0
40385,40385,0.706,351,3,1,0,34,1,47,0,50,3,14,5,1,5,3,16,1,0.0
40428,40428,0.364,36,7,1,0,32,0,21,0,100,5,6,5,1,5,2,18,1,0.0
40438,40438,0.583,407,5,1,0,32,1,52,0,50,5,9,5,1,5,5,20,1,0.0
40466,40466,0.916,272,6,1,1,32,1,41,0,50,5,19,5,1,8,3,17,0,0.0
40483,40483,0.333,463,4,0,0,32,0,63,1,50,2,1,5,3,1,1,16,2,0.0
40522,40522,0.994,182,2,0,1,32,1,33,0,100,2,2,5,3,1,1,17,1,0.0
40529,40529,0.797,164,5,1,0,32,0,33,0,76,6,17,5,1,4,3,17,0,0.0
40560,40560,0.435,336,8,0,0,32,2,47,0,50,1,17,5,3,7,3,16,2,0.0
40589,40589,0.345,320,3,1,0,0,1,56,0,50,2,4,5,3,1,1,16,1,0.0
40604,40604,0.25,354,8,0,0,34,1,48,0,50,7,10,5,1,5,5,13,1,0.0
40610,40610,0.25,226,6,1,0,32,1,37,0,55,6,14,5,1,2,3,8,1,0.0
40631,40631,0.588,125,0,0,0,32,2,29,0,57,5,12,5,3,8,4,16,1,218.4117825
40653,40653,0.01,440,3,1,0,32,1,55,0,50,5,15,5,3,8,3,3,2,0.0
40658,40658,0.058,332,7,0,0,32,1,48,0,50,5,5,5,1,4,2,12,1,0.0
40677,40677,0.286,210,7,1,0,32,0,42,0,85,7,10,5,1,5,5,18,1,0.0
40702,40702,0.833,256,7,1,0,32,1,41,0,80,7,14,5,1,7,3,13,1,0.0
40708,40708,0.073,382,8,1,0,32,1,49,0,76,5,8,5,1,5,4,20,1,0.0
40714,40714,0.456,139,0,1,1,32,0,37,1,54,1,15,5,3,8,3,16,0,0.0
40729,40729,0.499,533,5,1,0,0,2,64,0,50,5,11,5,1,6,5,13,1,0.0
40736,40736,0.166,415,6,1,0,25,3,53,0,50,4,13,5,1,5,3,5,0,0.0
40746,40746,0.583,534,0,0,0,39,0,62,0,50,2,4,5,3,1,1,5,1,0.0
40762,40762,0.833,271,5,1,0,32,1,46,0,50,7,11,5,1,6,5,12,1,0.0
40781,40781,0.5,527,5,1,0,0,2,64,0,50,5,11,5,1,6,5,13,1,0.0
40783,40783,0.431,320,0,0,0,32,1,47,0,100,6,10,5,1,2,4,19,1,0.0
40786,40786,0.274,48,8,1,1,32,0,26,0,112,5,9,5,1,5,4,13,2,0.0
40795,40795,0.33,97,6,1,1,32,0,26,0,95,5,13,5,3,8,4,15,1,0.0
40806,40806,0.28,398,2,1,0,0,2,55,0,50,5,15,5,3,9,5,16,2,0.0
40814,40814,0.416,608,8,1,1,39,0,68,1,50,5,12,5,1,5,3,10,1,0.0
40830,40830,0.736,352,0,1,0,0,2,54,0,50,3,14,5,3,8,3,10,1,158.9338369
40844,40844,0.172,80,4,1,0,32,1,26,0,95,5,10,5,1,5,5,13,1,0.0
40849,40849,0.469,234,8,0,0,32,1,47,0,72,5,10,5,1,5,5,13,1,0.0
40852,40852,0.499,171,6,1,0,32,0,33,0,64,5,12,5,3,8,4,12,1,0.0
40855,40855,0.116,309,1,1,0,32,1,44,0,50,6,15,5,1,3,3,8,0,0.0
40866,40866,0.083,324,0,1,0,32,1,45,0,50,2,4,5,3,1,1,16,0,0.0
40875,40875,0.508,465,7,1,0,25,2,57,0,50,1,18,5,3,8,3,10,0,0.0
40889,40889,0.002,500,0,1,0,29,2,60,0,50,2,5,5,3,1,1,14,1,0.0
40898,40898,0.749,233,1,0,0,32,2,40,0,63,5,12,5,3,8,4,8,1,0.0
40902,40902,0.166,584,1,1,0,39,0,72,0,57,5,16,5,3,9,3,12,0,0.0
40903,40903,0.916,272,6,1,1,32,1,41,0,50,5,19,5,1,8,3,17,0,0.0
40905,40905,0.151,82,6,0,1,10,1,25,0,85,5,12,5,3,8,4,16,1,0.0
40907,40907,0.055,234,4,0,0,32,1,39,0,60,3,13,5,1,5,3,17,0,0.0
40912,40912,0.186,408,7,1,0,0,0,53,1,50,2,20,5,3,9,3,15,2,0.0
40913,40913,0.249,482,0,1,0,0,2,59,0,54,1,5,5,3,1,1,16,2,0.0
40916,40916,0.077,125,2,0,1,32,1,28,1,118,2,3,5,3,1,1,17,1,0.0
40925,40925,0.916,130,0,1,1,32,1,28,0,90,2,2,5,3,1,1,8,1,0.0
40944,40944,0.513,104,7,1,0,32,2,26,0,85,5,9,5,1,5,4,17,1,0.0
40980,40980,0.721,347,8,1,0,0,2,47,0,62,5,11,5,3,7,3,12,1,676.5616314
40989,40989,0.561,112,3,1,0,32,1,27,0,80,2,2,5,3,1,1,15,1,0.0
40992,40992,0.916,313,3,1,0,32,2,52,0,50,3,12,5,1,3,3,15,1,335.5296073
41012,41012,0.775,109,2,0,1,32,1,31,0,76,1,5,5,3,1,1,18,1,0.0
41018,41018,0.916,150,8,0,1,34,1,30,0,112,5,5,5,1,3,4,1,1,0.0
41021,41021,0.333,225,5,1,0,34,0,37,0,60,5,12,5,3,8,4,15,1,0.0
41036,41036,0.5,136,0,1,0,20,0,50,0,57,5,14,5,3,9,3,7,0,0.0
41041,41041,0.805,397,5,0,0,29,0,52,1,50,5,12,5,1,7,3,15,1,0.0
41048,41048,0.905,317,0,1,0,0,1,45,0,67,3,14,5,3,8,3,19,1,102.5900302
41056,41056,0.447,96,3,1,1,32,0,26,1,69,1,14,5,3,9,3,16,2,0.0
41094,41094,0.083,337,5,1,0,32,1,48,0,50,3,12,5,3,7,3,14,0,0.0
41129,41129,1.0,335,5,0,0,34,1,49,0,50,3,13,5,1,5,3,13,1,0.0
41157,41157,0.833,461,3,1,0,27,2,62,0,55,4,13,5,1,5,3,11,1,71.90845921
41165,41165,0.083,311,2,1,1,32,1,44,0,50,1,14,5,3,9,3,7,0,0.0
41166,41166,1.0,85,2,1,1,10,1,26,0,95,2,3,5,3,1,1,19,0,0.0
41168,41168,0.246,152,8,0,0,32,1,32,0,95,5,11,5,1,5,3,9,1,0.0
41175,41175,0.463,189,5,1,1,32,1,34,0,51,5,11,5,3,8,4,10,1,0.0
41183,41183,0.916,313,3,1,0,32,2,52,0,50,3,12,5,1,3,3,15,1,0.0
41201,41201,0.523,430,6,1,0,25,1,55,0,60,5,13,5,3,9,5,6,1,0.0
41210,41210,0.318,147,7,1,0,32,1,35,0,67,5,10,5,1,5,4,19,1,0.0
41247,41247,0.725,336,8,1,0,32,1,55,0,51,5,9,5,1,5,5,8,1,0.0
41263,41263,0.916,272,6,0,0,32,0,41,0,95,6,18,5,1,4,3,15,0,0.0
41271,41271,0.089,519,1,1,0,25,1,61,0,63,5,17,5,3,9,3,8,0,0.0
41285,41285,0.749,42,0,1,1,0,2,22,0,100,2,5,5,3,1,1,16,1,79.82
41287,41287,0.916,49,0,1,0,32,1,33,0,85,2,3,5,3,1,1,13,1,0.0
41289,41289,0.333,418,5,1,0,44,2,53,0,76,4,13,5,3,7,3,16,1,0.0
41294,41294,0.916,184,7,1,1,32,0,34,0,76,1,16,5,3,9,3,16,0,0.0
41299,41299,0.005,195,7,0,0,34,0,38,0,57,5,13,5,1,7,3,13,0,0.0
41307,41307,0.749,156,6,0,1,32,2,31,0,51,5,9,5,1,5,4,18,1,0.0
41310,41310,0.333,343,8,1,0,0,2,48,0,50,3,13,5,1,4,3,4,1,0.0
41317,41317,0.249,110,5,0,0,32,1,28,0,85,2,4,5,3,1,1,9,2,0.0
41329,41329,0.009,366,4,1,0,32,1,49,0,50,3,14,5,1,5,3,12,0,0.0
41333,41333,0.25,466,7,1,0,0,2,57,0,50,4,13,5,1,3,3,15,2,0.0
41338,41338,0.277,450,6,1,0,0,1,55,0,95,6,13,5,1,2,3,13,2,0.0
41366,41366,0.728,144,0,1,0,32,1,39,0,64,2,5,5,3,1,1,8,1,0.0
41367,41367,0.166,58,0,0,0,32,1,25,0,90,2,3,5,3,1,1,1,1,0.0
41368,41368,0.416,438,1,1,0,0,2,55,0,50,5,17,5,3,9,3,6,2,0.0
41375,41375,0.916,130,0,1,1,32,1,28,0,90,2,2,5,3,1,1,8,1,1041.52
41387,41387,0.325,204,3,1,1,32,1,35,0,57,2,14,5,3,9,4,12,1,0.0
41398,41398,0.166,319,2,1,0,27,1,53,0,50,2,4,5,3,1,1,15,1,0.0
41405,41405,0.583,253,8,1,0,32,1,44,0,72,5,12,5,1,7,5,14,1,0.0
41417,41417,0.083,162,2,1,0,32,2,31,0,67,7,7,5,1,3,4,6,1,0.0
41474,41474,0.36,336,8,1,0,29,2,53,0,50,5,12,5,1,6,3,16,1,0.0
41484,41484,0.5,284,2,1,0,32,1,41,0,51,4,13,5,3,7,3,8,0,0.0
41487,41487,0.916,416,5,1,0,32,1,53,0,55,5,11,5,3,8,4,4,1,0.0
41488,41488,0.905,317,0,1,0,0,1,45,0,67,3,14,5,3,8,3,19,1,0.0
41489,41489,0.666,239,5,0,1,32,2,38,0,100,7,7,5,1,5,4,15,1,130.4791541
41513,41513,0.127,184,1,1,0,34,1,33,0,59,6,13,5,1,2,3,12,2,0.0
41528,41528,0.583,142,5,1,0,32,1,30,0,72,5,10,5,1,5,5,3,1,0.0
41548,41548,0.583,260,8,1,0,32,1,40,0,51,3,14,5,1,4,3,12,0,0.0
41559,41559,0.5,247,3,1,0,27,0,48,0,59,6,15,5,1,3,3,11,0,0.0
41563,41563,0.579,328,6,1,0,32,1,62,0,62,5,10,5,1,6,5,18,0,0.0
41564,41564,0.11,156,7,1,0,32,2,40,0,72,6,17,5,1,4,3,17,0,0.0
41568,41568,0.5,211,8,0,0,32,0,36,0,113,5,10,5,1,5,5,15,1,0.0
41585,41585,1.0,442,5,1,0,0,2,55,0,52,5,12,5,3,8,4,8,2,0.0
41599,41599,1.0,161,1,1,1,32,1,36,0,95,2,4,5,3,1,1,16,1,0.0
41616,41616,0.811,385,6,0,0,0,2,52,0,50,5,8,5,1,5,4,11,2,0.0
41617,41617,0.75,432,7,1,0,32,1,56,1,50,4,13,5,3,7,3,17,1,0.0
41638,41638,0.833,438,8,1,0,32,1,55,0,50,3,13,5,1,4,3,15,1,0.0
41640,41640,0.259,54,0,1,0,32,1,24,0,80,5,13,5,3,9,4,20,0,0.0
41657,41657,0.211,91,2,0,0,32,1,25,1,72,2,4,5,3,1,1,16,1,0.0
41702,41702,0.416,295,3,0,0,32,1,43,0,62,2,2,5,3,1,1,9,1,0.0
41704,41704,0.333,235,8,1,1,32,2,37,0,66,4,13,5,1,4,3,6,1,0.0
41712,41712,0.827,166,2,0,0,0,1,32,0,76,1,14,5,3,9,4,16,0,0.0
41753,41753,0.166,195,2,1,0,32,0,35,0,70,1,15,5,3,8,3,7,0,0.0
41778,41778,0.916,166,7,1,0,32,0,41,0,64,4,12,5,1,3,3,17,1,387.5138973
41796,41796,0.666,467,1,1,0,32,2,58,0,85,1,5,5,3,1,1,17,1,0.0
41812,41812,0.166,231,7,1,0,32,0,38,0,85,5,9,5,1,6,5,14,1,0.0
41816,41816,0.77,500,0,1,0,29,2,60,0,50,2,5,5,3,1,1,14,1,0.0
41858,41858,0.499,253,4,1,0,27,0,48,0,56,6,15,5,1,3,3,11,0,0.0
41864,41864,0.75,345,7,1,0,0,0,50,0,51,6,19,5,3,9,5,8,2,0.0
41892,41892,0.274,338,8,0,0,32,1,55,0,50,5,9,5,1,5,5,11,1,0.0
41895,41895,0.25,184,4,1,0,32,2,33,0,60,5,9,5,1,5,4,17,1,0.0
41897,41897,1.0,323,3,1,0,32,2,46,0,50,2,3,5,3,1,1,19,1,0.0
41902,41902,0.002,231,0,1,0,32,1,38,0,112,2,5,5,3,1,1,12,1,0.0
41906,41906,0.072,396,5,1,0,32,0,51,0,50,7,9,5,1,5,4,19,1,0.0
41926,41926,0.273,231,0,1,0,32,1,38,0,112,2,5,5,3,1,1,12,1,0.0
41927,41927,0.083,139,7,0,0,34,0,33,0,90,5,11,5,1,6,5,13,1,0.0
41963,41963,0.68,658,5,1,0,39,0,72,0,50,5,11,5,1,5,5,18,1,0.0
41966,41966,0.083,327,6,0,0,32,1,55,0,50,1,15,5,3,8,3,16,2,0.0
41970,41970,0.916,169,0,0,0,32,1,32,0,72,2,3,5,3,1,1,6,1,0.0
41974,41974,0.249,348,3,0,0,34,1,51,0,50,2,15,5,3,9,3,6,2,0.0
42009,42009,0.25,354,8,0,0,34,1,48,0,50,7,10,5,1,5,5,13,1,0.0
42012,42012,0.833,203,2,1,1,27,0,37,0,64,2,4,5,3,1,1,19,1,0.0
42018,42018,0.5,165,6,1,0,10,1,31,0,95,7,13,5,1,7,3,12,1,0.0
42051,42051,0.098,477,6,0,0,32,1,58,0,50,3,15,5,1,5,3,17,0,0.0
42071,42071,0.109,177,8,0,0,34,1,33,0,50,5,8,5,1,4,4,15,1,0.0
42085,42085,0.249,468,8,1,0,25,1,57,0,50,0,10,5,1,0,0,18,1,0.0
42121,42121,0.631,184,2,0,0,0,2,35,0,50,5,14,5,3,9,3,16,1,0.0
42133,42133,0.888,432,8,1,0,13,2,62,0,50,6,18,5,3,9,5,5,0,0.0
42136,42136,0.666,360,6,1,0,34,0,54,0,50,5,11,5,1,6,5,5,1,0.0
42150,42150,0.068,477,6,0,0,32,1,58,0,50,3,15,5,1,5,3,17,0,0.0
42153,42153,0.333,36,2,0,1,34,1,31,0,95,5,9,5,1,4,4,20,0,0.0
42161,42161,0.166,270,6,1,0,32,1,45,0,68,7,10,5,1,4,5,19,1,0.0
42170,42170,0.249,344,0,1,0,34,2,46,0,50,2,26,5,3,9,3,17,0,0.0
42190,42190,0.416,159,3,0,0,32,0,36,0,95,1,5,5,3,1,1,16,1,0.0
42217,42217,0.435,504,1,1,0,44,2,61,0,50,5,15,5,3,9,3,9,2,0.0
42261,42261,0.282,213,6,1,0,32,1,36,0,52,5,6,5,1,4,2,17,1,0.0
42264,42264,0.5,130,7,1,0,34,0,34,0,80,5,9,5,1,5,5,15,1,0.0
42279,42279,1.0,345,8,0,0,34,1,47,0,57,5,10,5,1,4,4,16,0,0.0
42317,42317,0.416,354,6,1,0,39,0,67,0,58,5,10,5,1,5,4,13,1,0.0
42319,42319,0.525,297,0,0,0,32,0,42,0,54,3,15,5,3,7,3,18,1,0.0
42335,42335,0.5,168,2,0,0,0,0,34,1,72,1,5,5,3,1,1,16,0,0.0
42341,42341,0.416,63,8,1,1,32,1,24,0,90,5,9,5,1,5,5,14,1,0.0
42349,42349,0.333,326,3,0,0,32,1,46,0,50,2,14,5,3,9,4,5,1,0.0
42354,42354,0.249,611,8,0,0,39,0,83,1,50,5,12,5,1,7,5,15,0,0.0
42359,42359,0.499,440,5,1,0,32,1,55,0,50,6,17,5,1,4,3,15,0,0.0
42364,42364,0.394,11,3,0,1,32,1,20,0,100,1,7,5,3,1,1,11,1,1183.856193
42371,42371,0.333,326,2,1,0,0,2,46,0,50,2,2,5,3,1,1,4,1,0.0
42374,42374,0.706,136,0,1,1,0,2,29,0,64,1,10,5,3,5,1,3,0,747.37
42384,42384,0.25,137,5,1,0,32,2,31,0,68,5,13,5,3,9,5,15,1,0.0
42387,42387,0.416,478,2,1,0,32,1,57,1,50,2,15,5,3,9,3,11,0,0.0
42404,42404,0.333,335,2,1,0,32,1,47,0,50,6,15,5,3,9,5,11,2,0.0
42430,42430,0.166,58,0,0,0,32,1,25,0,90,2,3,5,3,1,1,1,1,0.0
42433,42433,0.583,97,8,1,0,32,1,28,0,100,5,9,5,1,5,5,18,1,0.0
42436,42436,0.458,139,3,1,1,32,1,30,0,91,1,14,5,3,9,4,6,0,0.0
42447,42447,0.314,201,0,0,1,32,1,35,1,80,2,3,5,3,1,1,10,0,0.0
42450,42450,0.169,109,3,0,1,32,1,29,0,100,2,5,5,3,1,1,16,1,0.0
42456,42456,0.456,253,6,1,0,32,1,42,0,50,5,15,5,1,8,5,19,1,0.0
